"Time (s)";"Latitude (°)";"Longitude (°)";"Altitude (m)";"Altitude WGS84 (m)";"Speed (m/s)";"Direction (°)";"Distance (km)";"Horizontal Accuracy (m)";"Vertical Accuracy (m)";"Satellites"
2,356139642E3;5,445489744E1;-4,935666770E0;5,161151208E3;5,217074219E3;1,354299927E2;2,235000000E2;2,483567729E2;1,183646774E1;4,070186615E0;1,700000000E1
2,357139642E3;5,445400274E1;-4,937101220E0;5,159662551E3;5,215586426E3;1,349799957E2;2,230000000E2;2,484908540E2;1,220176029E1;4,386929035E0;1,700000000E1
2,358139642E3;5,445312303E1;-4,938519780E0;5,159184644E3;5,215109375E3;1,339499969E2;2,233000031E2;2,486311271E2;1,241310024E1;4,417324066E0;1,800000000E1
2,359139642E3;5,445223485E1;-4,940060700E0;5,160765226E3;5,216690918E3;1,358600006E2;2,240000000E2;2,487686028E2;1,159971619E1;4,089341640E0;1,900000000E1
2,360139642E3;5,445134808E1;-4,941542530E0;5,161630040E3;5,217556641E3;1,359799957E2;2,238999939E2;2,489058113E2;1,157022476E1;4,097609520E0;1,900000000E1
2,361139642E3;5,445046199E1;-4,943019600E0;5,160875719E3;5,216803223E3;1,355700073E2;2,236999969E2;2,490416059E2;1,160090446E1;4,082844734E0;1,900000000E1
2,362139642E3;5,444958575E1;-4,944482690E0;5,160234199E3;5,216162598E3;1,351499939E2;2,235000000E2;2,491778419E2;1,159092999E1;3,885195732E0;1,800000000E1
2,363139642E3;5,444871182E1;-4,945959590E0;5,159624893E3;5,215554199E3;1,359400024E2;2,238999939E2;2,493131209E2;1,161413860E1;3,960354090E0;1,900000000E1
2,364139642E3;5,444783842E1;-4,947416200E0;5,160086894E3;5,216017090E3;1,355599976E2;2,223000031E2;2,494467811E2;1,173479843E1;3,998614788E0;1,800000000E1
2,365139642E3;5,444696630E1;-4,948838900E0;5,160125587E3;5,216056641E3;1,352599945E2;2,226000061E2;2,495842287E2;1,190522289E1;4,058807850E0;1,700000000E1
2,366139642E3;5,444608705E1;-4,950333120E0;5,159999180E3;5,215931152E3;1,353200073E2;2,231999969E2;2,497231244E2;1,198957729E1;3,996699095E0;1,700000000E1
2,367139642E3;5,444519384E1;-4,951834830E0;5,159129609E3;5,215062500E3;1,357200012E2;2,233999939E2;2,498619364E2;1,215341663E1;3,927018642E0;1,800000000E1
2,368139642E3;5,444430454E1;-4,953341510E0;5,158724389E3;5,214658203E3;1,362599945E2;2,236000061E2;2,499985882E2;1,209143448E1;3,889819145E0;1,900000000E1
2,369139642E3;5,444342016E1;-4,954808980E0;5,159308460E3;5,215243164E3;1,363500061E2;2,236000061E2;2,501357173E2;1,263412476E1;4,328778744E0;1,800000000E1
2,370139642E3;5,444254307E1;-4,956299820E0;5,160534597E3;5,216470215E3;1,363300018E2;2,238000031E2;2,502650133E2;1,285978889E1;4,633253574E0;1,900000000E1
2,371139642E3;5,444170196E1;-4,957680470E0;5,163694410E3;5,219630859E3;1,360399933E2;2,238999939E2;2,504031004E2;1,201305199E1;4,597082615E0;2,000000000E1
2,372139642E3;5,444081639E1;-4,959177560E0;5,164648574E3;5,220585938E3;1,365599976E2;2,240000000E2;2,505397213E2;1,171750069E1;4,443754196E0;1,900000000E1
2,373139642E3;5,443994020E1;-4,960658680E0;5,163521694E3;5,219459961E3;1,365099945E2;2,241000061E2;2,506764988E2;1,170154476E1;4,396776199E0;1,800000000E1
2,374139642E3;5,443907086E1;-4,962155080E0;5,162932396E3;5,218871582E3;1,366100006E2;2,241999969E2;2,508131389E2;1,187100124E1;4,545127392E0;1,700000000E1
2,375139642E3;5,443819578E1;-4,963638500E0;5,163296237E3;5,219236328E3;1,366900024E2;2,241999969E2;2,509508873E2;1,224635506E1;4,784943104E0;1,800000000E1
2,376139642E3;5,443730637E1;-4,965121200E0;5,162621513E3;5,218562500E3;1,369299927E2;2,243000031E2;2,510867414E2;1,279139519E1;4,875933647E0;1,800000000E1
2,377139642E3;5,443643184E1;-4,966588160E0;5,162378437E3;5,218320312E3;1,368200073E2;2,243000031E2;2,512214181E2;1,313942337E1;4,784482002E0;1,900000000E1
2,378139642E3;5,443556118E1;-4,968035810E0;5,162244752E3;5,218187500E3;1,365500031E2;2,243000031E2;2,513577274E2;1,308180523E1;4,582268238E0;2,000000000E1
2,379139642E3;5,443468195E1;-4,969504500E0;5,162056854E3;5,218000488E3;1,364799957E2;2,241999969E2;2,514936281E2;1,292636395E1;4,406505585E0;1,900000000E1
2,380139642E3;5,443380653E1;-4,970970830E0;5,161942199E3;5,217886719E3;1,366399994E2;2,241999969E2;2,516289799E2;1,217368412E1;4,386093140E0;1,800000000E1
2,381139642E3;5,443293324E1;-4,972428720E0;5,161893957E3;5,217839355E3;1,368099976E2;2,243000031E2;2,517645162E2;1,179799080E1;4,013376236E0;1,700000000E1
2,382139642E3;5,443206510E1;-4,973899710E0;5,161324218E3;5,217270508E3;1,367500000E2;2,243000031E2;2,518986758E2;1,177056599E1;4,013376713E0;1,900000000E1
2,383139642E3;5,443119666E1;-4,975339650E0;5,162450308E3;5,218397461E3;1,358600006E2;2,241999969E2;2,520356706E2;1,166384697E1;3,917818785E0;1,900000000E1
2,384139642E3;5,443031851E1;-4,976825240E0;5,160509468E3;5,216457520E3;1,360399933E2;2,241999969E2;2,521746342E2;1,179634285E1;4,200202942E0;1,900000000E1
2,385139642E3;5,442942605E1;-4,978329190E0;5,160588150E3;5,216537109E3;1,366199951E2;2,243000031E2;2,523107658E2;1,178537273E1;4,221098900E0;2,000000000E1
2,386139642E3;5,442854421E1;-4,979789070E0;5,159325071E3;5,215274902E3;1,367799988E2;2,241999969E2;2,524430699E2;1,168625355E1;4,081835747E0;2,000000000E1
2,387139642E3;5,442768633E1;-4,981206380E0;5,160277839E3;5,216228516E3;1,363699951E2;2,240000000E2;2,525792514E2;1,178245640E1;4,249141693E0;2,000000000E1
2,388139642E3;5,442681072E1;-4,982678340E0;5,159983986E3;5,215935547E3;1,367299957E2;2,196999969E2;2,527152136E2;1,177296066E1;4,311019421E0;1,800000000E1
2,389139642E3;5,442593205E1;-4,984140000E0;5,160011433E3;5,215963867E3;1,360599976E2;2,221000061E2;2,528498026E2;1,178976727E1;4,406421185E0;1,800000000E1
2,390139642E3;5,442505949E1;-4,985581940E0;5,161166336E3;5,217119629E3;1,356499939E2;2,215000000E2;2,529853331E2;1,165167999E1;4,266346455E0;1,800000000E1
2,391139642E3;5,442418505E1;-4,987041450E0;5,161731382E3;5,217685547E3;1,361199951E2;2,248000031E2;2,531160383E2;1,145453358E1;4,172616482E0;1,800000000E1
2,392139642E3;5,442333485E1;-4,988436660E0;5,163191006E3;5,219145996E3;1,358399963E2;2,246000061E2;2,532511379E2;1,130952644E1;4,217035294E0;1,900000000E1
2,393139642E3;5,442246502E1;-4,989894700E0;5,161851267E3;5,217807129E3;1,360599976E2;2,245000000E2;2,533886149E2;1,120570755E1;4,550372124E0;1,900000000E1
2,394139642E3;5,442158064E1;-4,991379700E0;5,162299598E3;5,218256348E3;1,362799988E2;2,243999939E2;2,535252050E2;1,096715069E1;4,404925346E0;1,900000000E1
2,395139642E3;5,442070327E1;-4,992857380E0;5,161162483E3;5,217120117E3;1,362299957E2;2,243000031E2;2,536616481E2;1,098549938E1;4,671329498E0;1,800000000E1
2,396139642E3;5,441981984E1;-4,994321050E0;5,162051264E3;5,218009766E3;1,363099976E2;2,243000031E2;2,537980625E2;1,103022575E1;4,805385590E0;1,700000000E1
2,397139642E3;5,441894097E1;-4,995792140E0;5,163013279E3;5,218972656E3;1,362899933E2;2,241999969E2;2,539335977E2;1,124169254E1;5,108996391E0;1,500000000E1
2,398139642E3;5,441806660E1;-4,997251660E0;5,162326376E3;5,218286621E3;1,360299988E2;2,241999969E2;2,540693584E2;1,093823051E1;4,745420456E0;1,600000000E1
2,399139642E3;5,441719559E1;-4,998722050E0;5,162658506E3;5,218619629E3;1,361600037E2;2,241999969E2;2,542043630E2;1,097809029E1;4,768194199E0;1,700000000E1
2,400139642E3;5,441632219E1;-5,000171440E0;5,163118076E3;5,219080078E3;1,361000061E2;2,241999969E2;2,543409290E2;1,105315495E1;5,010539532E0;1,800000000E1
2,401139642E3;5,441544481E1;-5,001648380E0;5,163531554E3;5,219494629E3;1,361199951E2;2,241999969E2;2,544784543E2;1,104146099E1;4,884115696E0;1,800000000E1
2,402139642E3;5,441455664E1;-5,003127500E0;5,163411832E3;5,219375977E3;1,362899933E2;2,241999969E2;2,546130486E2;1,088225842E1;4,586102486E0;1,900000000E1
2,403139642E3;5,441368770E1;-5,004575600E0;5,163844867E3;5,219810059E3;1,361699982E2;2,241000061E2;2,547483158E2;1,093645477E1;4,599640369E0;1,900000000E1
2,404139642E3;5,441280842E1;-5,006020210E0;5,163325763E3;5,219291992E3;1,361699982E2;2,241000061E2;2,548832111E2;1,117632675E1;4,739910126E0;1,900000000E1
2,405139642E3;5,441193253E1;-5,007462560E0;5,161708027E3;5,217675293E3;1,358300018E2;2,241000061E2;2,550160159E2;1,109910679E1;4,723892689E0;1,900000000E1
2,406139642E3;5,441107501E1;-5,008891080E0;5,160945766E3;5,216914062E3;1,356799927E2;2,240000000E2;2,551516298E2;1,123048878E1;4,942239761E0;1,900000000E1
2,407139642E3;5,441020293E1;-5,010356100E0;5,161207888E3;5,217177246E3;1,357799988E2;2,241000061E2;2,552873602E2;1,114170170E1;4,834106445E0;1,900000000E1
2,408139642E3;5,440932413E1;-5,011811780E0;5,161491508E3;5,217461914E3;1,358399963E2;2,241000061E2;2,554243088E2;1,120619869E1;4,910830498E0;1,800000000E1
2,409139642E3;5,440844323E1;-5,013290740E0;5,161598348E3;5,217569824E3;1,359799957E2;2,241000061E2;2,555602113E2;1,104964638E1;4,853759766E0;1,900000000E1
2,410139642E3;5,440756803E1;-5,014756560E0;5,161980590E3;5,217953125E3;1,359900055E2;2,241000061E2;2,556969127E2;1,097831154E1;4,766659737E0;2,000000000E1
2,411139642E3;5,440669014E1;-5,016235280E0;5,161882839E3;5,217856445E3;1,361000061E2;2,241000061E2;2,558330218E2;1,097542000E1;4,792958736E0;1,800000000E1
2,412139642E3;5,440581659E1;-5,017708500E0;5,160668394E3;5,216643066E3;1,359799957E2;2,241000061E2;2,559678908E2;1,107250881E1;5,009011269E0;1,800000000E1
2,413139642E3;5,440494615E1;-5,019159730E0;5,161137075E3;5,217112793E3;1,358600006E2;2,241000061E2;2,561032760E2;1,105793476E1;4,986754417E0;1,800000000E1
2,414139642E3;5,440407331E1;-5,020618130E0;5,160502234E3;5,216479004E3;1,359199982E2;2,241000061E2;2,562393212E2;1,106011009E1;4,900457382E0;1,800000000E1
2,415139642E3;5,440319664E1;-5,022084360E0;5,159689165E3;5,215666992E3;1,361100006E2;2,241000061E2;2,563730046E2;1,084629250E1;4,620830059E0;1,800000000E1
2,416139642E3;5,440233033E1;-5,023516480E0;5,158162748E3;5,214141602E3;1,359600067E2;2,241000061E2;2,565094894E2;1,083462715E1;4,622801304E0;1,800000000E1
2,417139642E3;5,440144627E1;-5,024979300E0;5,159290605E3;5,215270508E3;1,360700073E2;2,241000061E2;2,566463018E2;1,090783596E1;4,686205387E0;1,900000000E1
2,418139642E3;5,440056630E1;-5,026456600E0;5,159038074E3;5,215019043E3;1,361399994E2;2,241000061E2;2,567819533E2;1,085246658E1;4,581654549E0;1,900000000E1
2,419139642E3;5,439969518E1;-5,027923760E0;5,159869046E3;5,215851074E3;1,361100006E2;2,241999969E2;2,569191081E2;1,077048874E1;4,490664959E0;1,900000000E1
2,420139642E3;5,439880991E1;-5,029399230E0;5,159026189E3;5,215009277E3;1,361699982E2;2,241999969E2;2,570552668E2;1,080959511E1;4,351639271E0;2,000000000E1
2,421139642E3;5,439792904E1;-5,030860350E0;5,159641353E3;5,215625488E3;1,362299957E2;2,241999969E2;2,571917893E2;1,093294334E1;4,241951466E0;1,900000000E1
2,422139642E3;5,439704608E1;-5,032325810E0;5,161168134E3;5,217153320E3;1,360700073E2;2,241000061E2;2,573281761E2;1,092084980E1;4,259596348E0;2,100000000E1
2,423139642E3;5,439616532E1;-5,033792130E0;5,159953703E3;5,215939941E3;1,360899963E2;2,241000061E2;2,574640888E2;1,096923161E1;3,983441830E0;1,900000000E1
2,424139642E3;5,439529040E1;-5,035258230E0;5,160605481E3;5,216592773E3;1,357700043E2;2,241000061E2;2,575997071E2;1,100945282E1;4,246145725E0;2,000000000E1
2,425139642E3;5,439441199E1;-5,036711580E0;5,160685984E3;5,216674316E3;1,356199951E2;2,240000000E2;2,577353101E2;1,091624165E1;4,219487190E0;2,100000000E1
2,426139642E3;5,439353693E1;-5,038170510E0;5,161123415E3;5,217112793E3;1,355299988E2;2,240000000E2;2,578702421E2;1,083915710E1;4,355492115E0;2,000000000E1
2,427139642E3;5,439266749E1;-5,039624470E0;5,160661922E3;5,216652344E3;1,354299927E2;2,240000000E2;2,580059552E2;1,084789848E1;4,024273396E0;2,200000000E1
2,428139642E3;5,439179086E1;-5,041083000E0;5,161359608E3;5,217351074E3;1,353500061E2;2,241000061E2;2,581401364E2;1,081401443E1;3,920627832E0;2,200000000E1
2,429139642E3;5,439092511E1;-5,042526780E0;5,161284843E3;5,217277344E3;1,351699982E2;2,240000000E2;2,582754924E2;1,069747829E1;4,241883755E0;2,200000000E1
2,430139642E3;5,439005073E1;-5,043981310E0;5,162019642E3;5,218013184E3;1,353000031E2;2,241000061E2;2,584108365E2;1,059363937E1;4,358089447E0;2,300000000E1
2,431139642E3;5,438917361E1;-5,045430670E0;5,160839409E3;5,216833984E3;1,353300018E2;2,241000061E2;2,585456542E2;1,057349110E1;4,143432140E0;2,300000000E1
2,432139642E3;5,438830136E1;-5,046876960E0;5,161269040E3;5,217264648E3;1,352899933E2;2,241000061E2;2,586780121E2;1,067219830E1;4,201278210E0;2,300000000E1
2,433139642E3;5,438744712E1;-5,048300550E0;5,159690874E3;5,215687500E3;1,350500031E2;2,241000061E2;2,588113999E2;1,065085602E1;4,393555164E0;2,200000000E1
2,434139642E3;5,438658685E1;-5,049736280E0;5,158946194E3;5,214943848E3;1,351000061E2;2,241999969E2;2,589473985E2;1,068658066E1;4,379168987E0;2,200000000E1
2,435139642E3;5,438571129E1;-5,051202810E0;5,159590163E3;5,215588867E3;1,353200073E2;2,241999969E2;2,590825324E2;1,057168102E1;4,170246601E0;2,300000000E1
2,436139642E3;5,438483737E1;-5,052653040E0;5,158837175E3;5,214836914E3;1,354299927E2;2,243000031E2;2,592186265E2;1,098245335E1;4,518297672E0;2,300000000E1
2,437139642E3;5,438396126E1;-5,054120650E0;5,159468937E3;5,215469727E3;1,357100067E2;2,243999939E2;2,593541790E2;1,094115448E1;4,486518383E0;2,100000000E1
2,438139642E3;5,438308719E1;-5,055579840E0;5,159762816E3;5,215764648E3;1,356900024E2;2,243000031E2;2,594898493E2;1,086090279E1;4,432710648E0;2,000000000E1
2,439139642E3;5,438220867E1;-5,057033720E0;5,159372133E3;5,215375000E3;1,356499939E2;2,243999939E2;2,596239715E2;1,088047314E1;4,367821693E0;2,000000000E1
2,440139642E3;5,438134427E1;-5,058478240E0;5,159724129E3;5,215728027E3;1,355599976E2;2,243000031E2;2,597570963E2;1,070371437E1;4,297945976E0;1,900000000E1
2,441139642E3;5,438048330E1;-5,059906680E0;5,159007291E3;5,215012207E3;1,353999939E2;2,243000031E2;2,598931440E2;1,057946491E1;4,150226593E0;1,800000000E1
2,442139642E3;5,437960505E1;-5,061369330E0;5,160358299E3;5,216364258E3;1,355399933E2;2,243000031E2;2,600299428E2;1,051254940E1;3,971171141E0;1,900000000E1
2,443139642E3;5,437872764E1;-5,062850030E0;5,159343566E3;5,215350586E3;1,355700073E2;2,243000031E2;2,601665262E2;1,065477467E1;4,382583141E0;2,100000000E1
2,444139642E3;5,437785094E1;-5,064327190E0;5,159706767E3;5,215714844E3;1,355500031E2;2,243000031E2;2,603019003E2;1,045551491E1;4,062482834E0;2,200000000E1
2,445139642E3;5,437697594E1;-5,065780560E0;5,160538253E3;5,216547363E3;1,353800049E2;2,243000031E2;2,604353571E2;1,052838612E1;4,048538208E0;2,200000000E1
2,446139642E3;5,437611512E1;-5,067216480E0;5,160907835E3;5,216917969E3;1,352100067E2;2,243000031E2;2,605698326E2;1,062165165E1;4,382946014E0;2,200000000E1
2,447139642E3;5,437524709E1;-5,068662200E0;5,159437080E3;5,215448242E3;1,351799927E2;2,241999969E2;2,607054843E2;1,082521152E1;4,536333084E0;2,100000000E1
2,448139642E3;5,437437852E1;-5,070132910E0;5,160954581E3;5,216966797E3;1,352799988E2;2,243000031E2;2,608416994E2;1,065604782E1;4,233871460E0;1,900000000E1
2,449139642E3;5,437349964E1;-5,071597940E0;5,161452562E3;5,217465820E3;1,354100037E2;2,243000031E2;2,609755507E2;1,051861286E1;4,092121601E0;1,800000000E1
2,450139642E3;5,437263035E1;-5,073027440E0;5,161034559E3;5,217048828E3;1,352299957E2;2,241999969E2;2,611105554E2;1,043357754E1;3,981493711E0;1,900000000E1
2,451139642E3;5,437175636E1;-5,074474210E0;5,161763514E3;5,217778809E3;1,352200012E2;2,241999969E2;2,612437585E2;1,048575115E1;4,023172379E0;2,000000000E1
2,452139642E3;5,437089922E1;-5,075910820E0;5,161735636E3;5,217751953E3;1,350099945E2;2,243000031E2;2,613775288E2;1,055263138E1;4,005371094E0;2,000000000E1
2,453139642E3;5,437003522E1;-5,077347850E0;5,161038815E3;5,217056152E3;1,348899994E2;2,241999969E2;2,615120871E2;1,054707050E1;3,916137218E0;2,000000000E1
2,454139642E3;5,436916272E1;-5,078787250E0;5,160073442E3;5,216091797E3;1,349700012E2;2,241999969E2;2,616484988E2;1,059450722E1;3,631421804E0;2,100000000E1
2,455139642E3;5,436828582E1;-5,080259930E0;5,158707647E3;5,214727051E3;1,352100067E2;2,243000031E2;2,617838204E2;1,062000465E1;3,744516373E0;2,100000000E1
2,456139642E3;5,436741996E1;-5,081727850E0;5,159317438E3;5,215337891E3;1,351699982E2;2,243000031E2;2,619156229E2;1,060148144E1;3,710199356E0;2,100000000E1
2,457139642E3;5,436656631E1;-5,083139430E0;5,158938022E3;5,214959473E3;1,347599945E2;2,241999969E2;2,620509821E2;1,059132671E1;3,749207020E0;2,000000000E1
2,458139642E3;5,436569819E1;-5,084604180E0;5,159748501E3;5,215770996E3;1,350099945E2;2,243000031E2;2,621849569E2;1,055604553E1;3,918730021E0;2,000000000E1
2,459139642E3;5,436483864E1;-5,086053380E0;5,159369539E3;5,215393066E3;1,350000000E2;2,241999969E2;2,623204956E2;1,051037407E1;3,596954584E0;2,100000000E1
2,460139642E3;5,436396364E1;-5,087509940E0;5,159684914E3;5,215709473E3;1,350099945E2;2,241999969E2;2,624545242E2;1,042404842E1;4,003842354E0;2,000000000E1
2,461139642E3;5,436309814E1;-5,088949800E0;5,157831356E3;5,213856934E3;1,347899933E2;2,241999969E2;2,625894090E2;1,053327370E1;3,940746546E0;1,900000000E1
2,462139642E3;5,436223388E1;-5,090410720E0;5,157581292E3;5,213607910E3;1,347500000E2;2,241999969E2;2,627253313E2;1,049599075E1;4,222605228E0;1,900000000E1
2,463139642E3;5,436135925E1;-5,091876330E0;5,155889822E3;5,211917480E3;1,348699951E2;2,241000061E2;2,628606623E2;1,048977184E1;4,170460224E0;2,000000000E1
2,464139642E3;5,436048731E1;-5,093333570E0;5,155765743E3;5,211794434E3;1,349700012E2;2,241999969E2;2,629959887E2;1,060406494E1;4,309995174E0;1,900000000E1
2,465139642E3;5,435961583E1;-5,094791490E0;5,156891175E3;5,212920898E3;1,350000000E2;2,241000061E2;2,631302285E2;1,046780014E1;4,141428947E0;1,800000000E1
2,466139642E3;5,435874899E1;-5,096233510E0;5,155845722E3;5,211876465E3;1,348800049E2;2,241000061E2;2,632657188E2;1,057539082E1;4,321625710E0;2,100000000E1
2,467139642E3;5,435787386E1;-5,097688550E0;5,157413054E3;5,213444824E3;1,349900055E2;2,241999969E2;2,634007302E2;1,046421719E1;4,225154400E0;2,100000000E1
2,468139642E3;5,435700620E1;-5,099146130E0;5,158681064E3;5,214713867E3;1,350200043E2;2,241000061E2;2,635361793E2;1,044399929E1;4,254848480E0;2,100000000E1
2,469139642E3;5,435613096E1;-5,100600000E0;5,159274765E3;5,215308594E3;1,351000061E2;2,241000061E2;2,636704026E2;1,052576065E1;4,208246231E0;2,000000000E1
2,470139642E3;5,435526303E1;-5,102039600E0;5,158435860E3;5,214470703E3;1,349700012E2;2,241999969E2;2,638068373E2;1,048055458E1;4,102044582E0;2,000000000E1
2,471139642E3;5,435438222E1;-5,103505400E0;5,158169690E3;5,214205566E3;1,350500031E2;2,241000061E2;2,639384201E2;1,043648338E1;4,097641945E0;2,000000000E1
2,472139642E3;5,435353203E1;-5,104917800E0;5,157635980E3;5,213672852E3;1,347100067E2;2,241000061E2;2,640732217E2;1,042969513E1;4,143779755E0;2,100000000E1
2,473139642E3;5,435266137E1;-5,106365300E0;5,157228710E3;5,213266602E3;1,347599945E2;2,241000061E2;2,642080016E2;1,057701015E1;4,263624668E0;2,200000000E1
2,474139642E3;5,435179165E1;-5,107813950E0;5,156988431E3;5,213027344E3;1,348999939E2;2,241000061E2;2,643423827E2;1,066905689E1;4,421348572E0;2,200000000E1
2,475139642E3;5,435092314E1;-5,109255870E0;5,157720815E3;5,213760742E3;1,349400024E2;2,241999969E2;2,644775309E2;1,067558575E1;4,475434780E0;2,000000000E1
2,476139642E3;5,435005041E1;-5,110707300E0;5,158659734E3;5,214700684E3;1,350599976E2;2,241999969E2;2,646123203E2;1,050442696E1;4,182272911E0;1,900000000E1
2,477139642E3;5,434917376E1;-5,112143720E0;5,158376992E3;5,214418945E3;1,349600067E2;2,241999969E2;2,647462178E2;1,060782051E1;4,089565277E0;2,000000000E1
2,478139642E3;5,434830376E1;-5,113572130E0;5,158031267E3;5,214074219E3;1,348500061E2;2,241000061E2;2,648810812E2;1,066030121E1;3,943307638E0;2,000000000E1
2,479139642E3;5,434743225E1;-5,115019310E0;5,157126929E3;5,213170898E3;1,348999939E2;2,241999969E2;2,650158453E2;1,060945892E1;3,990571499E0;2,000000000E1
2,480139642E3;5,434656320E1;-5,116468610E0;5,156239679E3;5,212284668E3;1,348099976E2;2,241000061E2;2,651498125E2;1,054739571E1;4,179347992E0;2,100000000E1
2,481139642E3;5,434569717E1;-5,117905560E0;5,157070702E3;5,213116699E3;1,347599945E2;2,241999969E2;2,652847663E2;1,052753925E1;4,136860847E0;2,100000000E1
2,482139642E3;5,434482885E1;-5,119360280E0;5,156635106E3;5,212682129E3;1,347400055E2;2,241999969E2;2,654191073E2;1,050754833E1;4,122441769E0;2,100000000E1
2,483139642E3;5,434395694E1;-5,120795010E0;5,156069162E3;5,212117188E3;1,346399994E2;2,241000061E2;2,655540600E2;1,057211208E1;4,109953403E0;2,000000000E1
2,484139642E3;5,434309053E1;-5,122252990E0;5,155905048E3;5,211954102E3;1,346900024E2;2,241000061E2;2,656904459E2;1,064301205E1;4,183970928E0;2,000000000E1
2,485139642E3;5,434221242E1;-5,123722040E0;5,157371299E3;5,213421387E3;1,348999939E2;2,241000061E2;2,658243180E2;1,060390282E1;4,055371284E0;2,100000000E1
2,486139642E3;5,434134451E1;-5,125153380E0;5,158468932E3;5,214520020E3;1,347299957E2;2,241999969E2;2,659606392E2;1,068800068E1;4,010605335E0;2,100000000E1
2,487139642E3;5,434046388E1;-5,126616490E0;5,159065563E3;5,215117676E3;1,348699951E2;2,241000061E2;2,660946896E2;1,074190426E1;3,893572330E0;2,100000000E1
2,488139642E3;5,433960100E1;-5,128060630E0;5,159413669E3;5,215466797E3;1,346600037E2;2,241000061E2;2,662281283E2;1,076430511E1;3,816930771E0;1,900000000E1
2,489139642E3;5,433873881E1;-5,129492420E0;5,158045479E3;5,214099609E3;1,345700073E2;2,241000061E2;2,663627133E2;1,070624256E1;3,708043814E0;1,900000000E1
2,490139642E3;5,433786546E1;-5,130929800E0;5,157069868E3;5,213125000E3;1,344700012E2;2,240000000E2;2,664974502E2;1,068132019E1;3,622378349E0;2,000000000E1
